company name,gvkey,NAICS,SIC,ticker,industry sector,weburl,ff5 sector
NORTHWEST BIOTHERAPEUTICS,144887,325412,2834,NWBO,Drugs,nwbio.com,4
XPO LOGISTICS INC,144998,541614,4731,XPO,Trans,xpo.com,5
GLADSTONE CAPITAL CORP,145024,523910,6797,GLAD,,gladstonecapital.com,5
BIG 5 SPORTING GOODS CORP,145041,451110,5940,BGFV,Rtail,big5sportinggoods.com,1
ADVISORY BOARD CO,145042,541611,8742,ABCO,BusSv,advisory.com,5
ANTHEM INC,145046,524114,6324,ANTM,Insur,antheminc.com,5
GAMESTOP CORP,145049,443142,5734,GME,Rtail,gamestop.com,1
DIGIRAD CORP,145080,621512,8071,DRAD,Hlth,digirad.com,4
CHINA RECYCLING ENERGY CORP,145407,335999,3620,CREG,ElcEq,creg-cn.com,2
CENTENE CORP,145552,524114,6324,CNC,Insur,centene.com,5
CHARTER FINANCIAL CORP/MD,145636,522120,6035,CHFN,Banks,charterbk.com,5
PRINCIPAL FINANCIAL GRP INC,145701,523920,6282,PFG,Fin,principal.com,5
ADVANCE AUTO PARTS INC,145977,441310,5531,AAP,Rtail,advanceautoparts.com,1
ACUITY BRANDS INC,146017,335122,3640,AYI,ElcEq,acuitybrands.com,1
PIEDMONT OFFICE REALTY TRUST,146140,531120,6798,PDM,Fin,piedmontreit.com,5
ALERE INC,146156,325413,2835,ALR,Drugs,alere.com,4
MANTECH INTL CORP,146171,541512,7373,MANT,Comps,mantech.com,3
FIVE STAR SENIOR LIVING INC,146500,623110,8051,FVE,Hlth,fivestarseniorliving.com,4
WESTERN NEW ENG BANCORP INC,146607,522120,6035,WNEB,Banks,westfieldbank.com,5
CORCEPT THERAPEUTICS INC,146616,325412,2834,CORT,Drugs,corcept.com,4
CUTERA INC,146648,334510,3845,CUTR,MedEq,cutera.com,4
COMSTOCK MINING INC,147183,212221,1040,LODE,Gold,comstockmining.com,5
COGENT COMMUNICATIONS HLDGS,147204,517110,4813,CCOI,Telcm,cogentco.com,3
SUNOCO LOGISTICS PARTNERS LP,147208,486110,4610,SXL,Trans,sunocologistics.com,5
VERINT SYSTEMS INC,147242,541512,7373,VRNT,Comps,verint.com,3
JETBLUE AIRWAYS CORP,147305,481111,4512,JBLU,Trans,jetblue.com,5
GLOBALSCAPE INC,147340,511210,7372,GSB,BusSv,globalscape.com,3
UNI-PIXEL INC,147349,334419,3679,UNXLQ,Chips,unipixel.com,3
NETFLIX INC,147579,532230,7841,NFLX,Fun,netflix.com,5
REGAL ENTERTAINMENT GROUP,147638,512131,7830,RGC,Fun,regmovies.com,5
DOVER DOWNS GAMING & ENTMT,147657,713290,7990,DDE,Fun,doverdowns.com,5
ARO LIQUIDATION INC,147661,448120,5621,AROPQ,Rtail,aeropostale.com,1
CALAVO GROWERS INC,147708,424480,5140,CVGW,Whlsl,calavo.com,1
SEVERN BANCORP INC,147792,522120,6035,SVBI,Banks,severnbank.com,5
COMPUTER PROGRAMS & SYSTEMS,147849,541512,7373,CPSI,Comps,cpsi.com,3
OVERSTOCK.COM INC,147868,454111,5961,OSTK,Rtail,overstock.com,1
AECOM,147988,541330,8711,ACM,BusSv,aecom.com,5
FAIRPOINT COMMUNICATIONS INC,148217,517110,4813,FRP,Telcm,fairpoint.com,3
BIODELIVERY SCIENCES INTL,148219,325412,2834,BDSI,Drugs,bdsi.com,4
GREAT LAKES DREDGE & DOCK CP,148223,237990,1600,GLDD,Cnstr,gldd.com,5
CHINA PHARMA HOLDINGS INC,148239,325412,2834,CPHI,Drugs,chinapharmaholdings.com,4
TRAVELCENTERS OF AMERICA LLC,148350,447110,5500,TA,Rtail,ta-petro.com,1
FORMFACTOR INC,148390,334515,3825,FORM,LabEq,formfactor.com,3
KIRKLAND'S INC,148391,453998,5990,KIRK,Rtail,kirklands.com,1
SAFETY INSURANCE GROUP INC,148469,524126,6331,SAFT,Insur,safetyinsurance.com,5
RED ROBIN GOURMET BURGERS,148470,722511,5812,RRGB,Meals,redrobin.com,1
CBAK ENERGY TECHNOLOGY INC,148772,335911,3690,CBAK,ElcEq,cbak.com.cn,3
ENPRO INDUSTRIES INC,148950,339991,3050,NPO,Rubbr,enproindustries.com,2
CME GROUP INC,149070,523210,6200,CME,Fin,cmegroup.com,5
WESTWOOD HOLDINGS GROUP INC,149082,523930,6282,WHG,Fin,westwoodgroup.com,5
NASDAQ INC,149337,523210,6200,NDAQ,Fin,nasdaq.com,5
SITO MOBILE LTD,149360,511210,7372,SITO,BusSv,sitomobile.com,3
TRAVELZOO,149721,519130,7370,TZOO,BusSv,travelzoo.com,3
CIT GROUP INC,149738,522110,6172,CIT,Banks,cit.com,5
HENNESSY ADVISORS INC,149906,523920,6282,HNNA,Fin,hennessyadvisors.com,5
DICKS SPORTING GOODS INC,150139,451110,5940,DKS,Rtail,dickssportinggoods.com,1
MARTIN MIDSTREAM PARTNERS LP,150201,424720,5172,MMLP,Whlsl,martinmidstream.com,1
GALECTIN THERAPEUTICS INC,150221,325412,2834,GALT,Drugs,galectintherapeutics.com,4
HORNBECK OFFSHORE SVCS INC,150258,488390,4400,HOS,Trans,hornbeckoffshore.com,5
CARTER'S INC,150278,315,2300,CRI,Clths,carters.com,1
PRA GROUP INC,150477,522298,6153,PRAA,Banks,pragroup.com,5
SAIA INC,150481,484122,4213,SAIA,Trans,saia.com,5
NATURAL GAS SERVICES GROUP,150562,333132,3533,NGS,Mach,ngsgi.com,2
CIMAREX ENERGY CO,150699,211111,1311,XEC,Oil,cimarex.com,2
NATURAL RESOURCE PARTNERS LP,150837,523910,6795,NRP,Fin,nrplp.com,5
ENBRIDGE ENERGY MGMT LLC,150838,486,4610,EEQ,Trans,enbridgemanagement.com,5
SEAGATE TECHNOLOGY PLC,150937,334112,3572,STX,Comps,seagate.com,3
PARKE BANCORP INC,151544,522110,6020,PKBK,Banks,parkebank.com,5
HALOZYME THERAPEUTICS INC,151630,325414,2836,HALO,Drugs,halozyme.com,4
COMBIMATRIX CORP,151928,621511,8071,CBMX,Hlth,combimatrix.com,4
PLURISTEM THERAPEUTICS INC,152008,325414,2836,PSTI,Drugs,pluristem.com,4
FIRST BANCSHARES INC/MS,152049,522110,6020,FBMS,Banks,thefirstbank.com,5
NF ENERGY SAVING CORP,152109,332911,3490,NFEC,BldMt,nfenergy.com,2
MOLINA HEALTHCARE INC,152149,524114,6324,MOH,Insur,molinahealthcare.com,5
HUDSON GLOBAL INC,153128,561311,7361,HSON,BusSv,hudson.com,5
AXIS CAPITAL HOLDINGS LTD,153130,524130,6331,AXS,Insur,axiscapital.com,5
IPASS INC,153728,519130,7370,IPAS,BusSv,ipass.com,3
OPTIMUMBANK HOLDINGS INC,153895,522110,6020,OPHC,Banks,optimumbank.com,5
BRAINSTORM CELL THERAPEUTICS,153957,325414,2836,BCLI,Drugs,brainstorm-cell.com,4
NETGEAR INC,154039,334210,3576,NTGR,Comps,netgear.com,3
QEP RESOURCES INC,154357,211111,1311,QEP,Oil,qepres.com,2
SOPHIRIS BIO INC,154414,325414,2836,SPHS,Drugs,sophirisbio.com,4
ORAGENICS INC,154605,325414,2836,OGEN,Drugs,oragenics.com,4
GLADSTONE COMMERCIAL CORP,154739,531120,6798,GOOD,Fin,gladstonecommercial.com,5
CLIFTON BANCORP INC,154757,522120,6035,CSBK,Banks,cliftonsavings.com,5
PROVIDENCE SERVICE CORP,154758,485991,4100,PRSC,Trans,prscholdings.com,5
FIRST POTOMAC REALTY TRUST,155174,531120,6798,FPO,Fin,first-potomac.com,5
RARE ELEMENT RESOURCES LTD,155225,212299,1090,REEMF,Mines,rareelementresources.com,5
AIR TRANSPORT SERVICES GROUP,155280,492110,4513,ATSG,Trans,atsginc.com,5
TROVAGENE INC,155387,325413,2835,TROV,Drugs,trovagene.com,4
WHITING PETROLEUM CORP,155393,211111,1311,WLL,Oil,whiting.com,2
LKQ CORP,155394,423140,5010,LKQ,Whlsl,lkqcorp.com,1
CINEDIGM CORP,155616,561499,7389,CIDM,BusSv,cinedigm.com,5
NELNET INC,155738,522291,6141,NNI,Banks,nelnet.net,5
ASHFORD HOSPITALITY TRUST,155754,531190,6798,AHT,Fin,ahtreit.com,5
SYNNEX CORP,156155,423430,5045,SNX,Whlsl,synnex.com,1
MARLIN BUSINESS SERVICES INC,156157,522220,6172,MRLN,Banks,marlinfinance.com,5
AMERICAN EQTY INVT LIFE HLDG,156383,524113,6311,AEL,Insur,american-equity.com,5
ADVANCED EMISSIONS SOLUTIONS,156578,333249,3559,ADES,Mach,advancedemissionssolutions.com,2
CALLIDUS SOFTWARE INC,156613,511210,7372,CALD,BusSv,calliduscloud.com,3
CONN'S INC,156614,443142,5731,CONN,Rtail,conns.com,1
ACORDA THERAPEUTICS INC,156617,325414,2836,ACOR,Drugs,acorda.com,4
GTX INC,156857,325412,2834,GTXI,Drugs,gtxinc.com,4
TEMPUR SEALY INTL INC,156861,337910,2510,TPX,Hshld,tempursealy.com,1
HILLTOP HOLDINGS INC,156953,522110,6199,HTH,Banks,hilltop-holdings.com,5
ASSURANT INC,157057,524126,6351,AIZ,Insur,assurant.com,5
COMPASS MINERALS INTL INC,157153,212393,1400,CMP,Mines,compassminerals.com,5
BUFFALO WILD WINGS INC,157218,722511,5812,BWLD,Meals,buffalowildwings.com,1
KRONOS WORLDWIDE INC,157354,325130,2810,KRO,Chems,kronostio2.com,2
OXFORD SQUARE CAPITAL CORP,157452,523910,6797,OXSQ,,ticc.com,5
SPIRIT REALTY CAPITAL INC,157679,531120,6798,SRC,Fin,spiritrealty.com,5
MARCHEX INC,157755,541890,7389,MCHX,BusSv,marchex.com,5
SALESFORCE.COM INC,157855,511210,7372,CRM,BusSv,salesforce.com,3
INTERSECTIONS INC,157862,561450,7323,INTX,BusSv,intersections.com,5
MEI PHARMA INC,157865,325412,2834,MEIP,Drugs,meipharma.com,4
U S GEOTHERMAL INC,157921,221116,4991,HTM,Other,usgeothermal.com,5
ASSURED GUARANTY LTD,157955,524126,6351,AGO,Insur,assuredguaranty.com,5
NEW YORK MORTGAGE TRUST INC,158053,525990,6798,NYMT,Fin,nymtrust.com,5
GENWORTH FINANCIAL INC,158354,524113,6311,GNW,Insur,genworth.com,5
CYTOKINETICS INC,158563,325412,2834,CYTK,Drugs,cytokinetics.com,4
BANCORP INC,158587,522110,6020,TBBK,Banks,thebancorp.com,5
SP PLUS CORP,158737,812930,7500,SP,PerSv,spplus.com,5
MARKETAXESS HOLDINGS INC,158742,523210,6200,MKTX,Fin,marketaxess.com,5
B&G FOODS INC,158743,311421,2033,BGS,Food,bgfoods.com,1
ARBOR REALTY TRUST INC,160173,531190,6798,ABR,Fin,arbor.com,5
THRESHOLD PHARMACEUTICALS,160204,325412,2834,THLD,Drugs,thresholdpharm.com,4
STONEMOR PARTNERS LP,160207,812220,6531,STON,RlEst,stonemor.com,5
DOMINO'S PIZZA INC,160211,722511,5812,DPZ,Meals,dominos.com,1
GSI TECHNOLOGY INC,160213,334413,3674,GSIT,Chips,gsitechnology.com,3
MASTERCARD INC,160225,522320,6099,MA,Banks,mastercard.com,5
PROSPECT CAPITAL CORP,160233,523910,6797,PSEC,,prospectstreet.com,5
XERIUM TECHNOLOGIES INC,160282,333243,3550,XRM,Mach,xerium.com,2
ALPHABET INC,160329,519130,7370,GOOGL,BusSv,smc-technologies.com,3
MANNKIND CORP,160340,325414,2836,MNKD,Drugs,mannkindcorp.com,4
W&T OFFSHORE INC,160341,211111,1311,WTI,Oil,wtoffshore.com,2
MORNINGSTAR INC,160373,519130,7370,MORN,BusSv,morningstar.com,3
STEREOTAXIS INC,160375,334510,3845,STXS,MedEq,stereotaxis.com,4
GRAMERCY PROPERTY TRUST,160378,531120,6798,GPT,Fin,gptreit.com,5
BANKWELL FINANCIAL GROUP INC,160423,522110,6020,BWFG,Banks,mybankwell.com,5
EXTRA SPACE STORAGE INC,160479,531130,6798,EXR,Fin,extraspace.com,5
NEUROMETRIX INC,160488,339112,3841,NURO,MedEq,neurometrix.com,4
HERCULES CAPITAL INC,160541,523910,6797,HTGC,,htgc.com,5
LIBERTY GLOBAL PLC,160549,515210,4841,LBTYK,Telcm,libertyglobal.com,3
MICRONET ENERTEC TECH INC,160555,334511,3812,MICT,Chips,micronet-enertec.com,3
COMMERCIAL VEHICLE GROUP INC,160570,336390,3714,CVGI,Autos,cvgrp.com,1
NEW YORK & CO INC,160571,448120,5621,NWY,Rtail,nyandcompany.com,1
OHR PHARMACEUTICAL INC,160578,325412,2834,OHRP,Drugs,ohrpharmaceutical.com,4
SYNTHESIS ENERGY SYSTEMS INC,160592,533110,6794,SES,Fin,synthesisenergy.com,5
BEACON ROOFING SUPPLY INC,160598,423330,5030,BECN,Whlsl,beaconroofingsupply.com,1
SI FINANCIAL GROUP INC,160667,522120,6035,SIFI,Banks,mysifi.com,5
INNOVIVA INC,160668,325412,2834,INVA,Drugs,inva.com,4
HYSTER-YALE MATERIALS HNDLNG,160681,333924,3537,HY,Autos,hyster-yale.com,2
WESTLAKE CHEMICAL CORP,160684,325199,2860,WLK,Chems,westlake.com,2
DIAMONDROCK HOSPITALITY CO,160706,531120,6798,DRH,Fin,drhc.com,5
COFFEE HOLDING CO INC,160742,4244,5140,JVA,Whlsl,coffeeholding.com,1
MIRATI THERAPEUTICS INC,160770,325414,2836,MRTX,Drugs,mirati.com,4
VIAD CORP,160785,561920,7389,VVI,BusSv,viad.com,5
MONOLITHIC POWER SYSTEMS INC,160888,334413,3674,MPWR,Chips,monolithicpower.com,3
ACCESS NATIONAL CORP,160891,522110,6020,ANCX,Banks,accessnationalbank.com,5
ENERSYS,160893,335911,3690,ENS,ElcEq,enersys.com,3
ORMAT TECHNOLOGIES INC,160913,2211,4911,ORA,Util,ormat.com,2
CUBESMART,160990,531130,6798,CUBE,Fin,cubesmart.com,5
DIGITAL REALTY TRUST INC,160991,531120,6798,DLR,Fin,digitalrealty.com,5
MATTRESS FIRM HOLDING CORP,161036,442110,5712,MFRM,Rtail,mattressfirm.com,1
AMERICAN CAMPUS COMMUNITIES,161048,531110,6798,ACC,Fin,americancampus.com,5
BUILD-A-BEAR WORKSHOP INC,161055,451120,5945,BBW,Rtail,buildabear.com,1
TEARLAB CORP,161071,334510,3845,TEAR,MedEq,tearlab.com,4
COMSTOCK HOLDING COS INC,161072,236117,1531,CHCI,Cnstr,comstockhomes.com,5
MACQUARIE INFRASTRUCTURE CP,161120,488119,4581,MIC,Trans,macquarie.com,5
BLUELINX HOLDINGS INC,161813,423310,5031,BXC,Whlsl,bluelinxco.com,1
MANITEX INTERNATIONAL INC,161843,333924,3537,MNTX,Autos,manitexinternational.com,2
LAS VEGAS SANDS CORP,161844,721120,7990,LVS,Fun,sands.com,5
SOTHERLY HOTELS INC,161852,531120,6798,SOHO,Fin,sotherlyhotels.com,5
KEARNY FINANCIAL CORP,161853,522120,6036,KRNY,Banks,kearnybank.com,5
BANKFINANCIAL CORP,161942,522120,6036,BFIN,Banks,bankfinancial.com,5
EDUCATION REALTY TRUST INC,161953,531110,6798,EDR,Fin,edrtrust.com,5
ARES CAPITAL CORP,161966,523999,6797,ARCC,,arescapitalcorp.com,5
PB BANCORP INC,161996,522120,6035,PBBI,Banks,putnambank.com,5
HURON CONSULTING GROUP INC,161997,541611,8742,HURN,BusSv,huronconsultinggroup.com,5
ARC DOCUMENT SOLUTIONS INC,162076,561499,7389,ARC,BusSv,e-arc.com,5
CONSOLIDATED COMM HLDGS INC,162127,517110,4813,CNSL,Telcm,consolidated.com,3
MOSAIC CO,162129,325312,2870,MOS,Chems,mosaicco.com,2
CRYOPORT INC,162146,339113,3842,CYRX,MedEq,cryoport.com,4
MEDICAL PROPERTIES TRUST,162160,531110,6798,MPW,Fin,medicalpropertiestrust.com,5
OHA INVESTMENT CORP,162219,523999,6797,OHAI,,ohainvestmentcorporation.com,5
DIGITAL ALLY INC,162233,334310,3651,DGLY,Toys,digitalallyinc.com,1
CELANESE CORP,162254,325199,2860,CE,Chems,celanese.com,2
NEENAH PAPER INC,162264,322121,2621,NP,Paper,neenah.com,2
FIRST INTERNET BANCORP,162293,522110,6020,INBK,Banks,firstinternetbancorp.com,5
FUSION TELECOMMUNICATIONS,162329,517919,4899,FSNN,Telcm,fusionconnect.com,3
PRESTIGE BRANDS HOLDINGS,162335,424210,5122,PBH,Whlsl,prestigebrands.com,1
UNIVERSAL LOGISTICS HLDGS,162338,4841,4210,ULH,Trans,goutsi.com,5
ATLANTIC POWER CORP,162346,22111,4991,AT,Other,atlanticpower.com,5
DOLBY LABORATORIES INC,162354,533110,6794,DLB,Fin,dolby.com,5
WEX INC,162385,518210,7374,WEX,BusSv,wexinc.com,3
FTD COMPANIES INC,162386,454111,5961,FTD,Rtail,ftdcompanies.com,1
HUNTSMAN CORP,162401,3251,2860,HUN,Chems,huntsman.com,2
LHC GROUP INC,162404,621610,8082,LHCG,Hlth,lhcgroup.com,4
EXLSERVICE HOLDINGS INC,162449,518210,7374,EXLS,BusSv,exlservice.com,3
AEMETIS INC,162453,325193,2860,AMTX,Chems,aemetis.com,2
OTELCO INC,162501,517110,4813,OTEL,Telcm,otelco.com,3
CAROLINA TRUST BANCSHARES,162555,522110,6020,CART,Banks,carolinatrust.com,5
LAZARD LTD,162559,523930,6282,LAZ,Fin,lazard.com,5
SUNESIS PHARMACEUTICALS INC,162585,325412,2834,SNSS,Drugs,sunesis.com,4
GEORGETOWN BANCORP INC,162717,522120,6035,GTWN,Banks,georgetownbank.com,5
VERIFONE SYSTEMS INC,162733,334118,3578,PAY,Comps,verifone.com,3
FREIGHTCAR AMERICA INC,162742,336510,3743,RAIL,Ships,freightcaramerica.com,2
HOME FEDERAL BANCORP INC/LA,162825,522120,6035,HFBL,Banks,homefederalbancorp.com,5
CORE MARK HOLDING CO INC,162876,424940,5190,CORE,Whlsl,core-mark.com,1
DEXCOM INC,162887,334510,3845,DXCM,MedEq,dexcom.com,4
MEDICINOVA INC,162892,325414,2836,MNOV,Drugs,medicinova.com,4
CRESTWOOD EQUITY PARTNERS LP,162894,211111,1311,CEQP,Oil,crestwoodlp.com,2
IHS MARKIT LTD,162906,519130,7370,INFO,BusSv,ihsmarkit.com,3
SILICON GRAPHICS INTL CORP,162907,334111,3571,SGI,Comps,sgi.com,3
RADIANT LOGISTICS INC,162914,488510,4731,RLGT,Trans,radiantdelivers.com,5
TRIANGLE PETROLEUM CORP,162941,211111,1311,TPLM,Oil,trianglepetroleum.com,2
ZUMIEZ INC,162988,448140,5651,ZUMZ,Rtail,zumiez.com,1
BUILDERS FIRSTSOURCE,163036,321992,2452,BLDR,BldMt,bldr.com,5
CITI TRENDS INC,163051,448140,5651,CTRN,Rtail,cititrends.com,1
KENTUCKY FIRST FEDERAL BNCRP,163069,522120,6035,KFFB,Banks,ffsbfrankfort.com,5
KOPPERS HOLDINGS INC,163113,325194,2860,KOP,Chems,koppers.com,2
TRANSMONTAIGNE PARTNERS LP,163594,486910,4610,TLP,Trans,transmontaignepartners.com,5
INTERCONTINENTAL EXCHANGE,163610,523999,6200,ICE,Fin,intercontinentalexchange.com,5
NEUSTAR INC,163629,517919,4899,NSR,Telcm,neustar.biz,3
LINCOLN EDUCATIONAL SERVICES,163668,611210,8200,LINC,PerSv,lincolnedu.com,5
ITC HOLDINGS CORP,163669,22111,4911,ITC1,Util,itc-holdings.com,2
EVERI HOLDINGS INC,163678,522320,6099,EVRI,Banks,everi.com,5
EAGLE BULK SHIPPING INC,163685,483111,4412,EGLE,Trans,eagleships.com,5
COOPER-STANDARD HOLDINGS INC,163765,3363,3714,CPS,Autos,cooperstandard.com,1
GTT COMMUNICATIONS INC,163768,517919,4899,GTT,Telcm,gtt.net,3
NET ELEMENT INC,163806,518210,7374,NETE,BusSv,netelement.com,3
ZION OIL & GAS INC,163822,211111,1311,ZN,Oil,zionoil.com,2
CAPELLA EDUCATION CO,163878,611310,8200,CPLA,PerSv,capellaeducation.com,5
ORCHIDS PAPER PRODUCTS,163887,322291,2670,TIS,Paper,orchidspaper.com,2
ATRICURE INC,163889,339112,3841,ATRC,MedEq,atricure.com,4
RUTHS HOSPITALITY GROUP INC,163891,722511,5812,RUTH,Meals,rhgi.com,1
WEB.COM GROUP INC,163916,519130,7370,WEB,BusSv,web.com,3
WESTERN ALLIANCE BANCORP,163920,522110,6020,WAL,Banks,westernalliancebancorp.com,5
GENCO SHIPPING & TRADING,163930,483111,4412,GNK,Trans,gencoshipping.com,5
REXAHN PHARMACEUTICALS INC,163931,325414,2836,RNN,Drugs,rexahn.com,4
ALON USA ENERGY INC,163939,324110,2911,ALJ,Oil,alonusa.com,2
CF INDUSTRIES HOLDINGS INC,163946,325311,2870,CF,Chems,cfindustries.com,2
CYTOSORBENTS CORP,163965,339112,3841,CTSO,MedEq,cytosorbents.com,4
TREEHOUSE FOODS INC,163983,3118,2050,THS,Food,treehousefoods.com,1
GRAN TIERRA ENERGY INC,164046,211111,1311,GTE,Oil,grantierra.com,2
CU BANCORP/CA,164059,522110,6020,CUNB,Banks,cunb.com,5
CIMPRESS NV,164086,541430,7330,CMPR,BusSv,cimpress.com,5
LINN ENERGY INC,164109,211111,1311,LNGG,Oil,linnenergy.com,2
OMEGA FLEX INC,164116,332912,3490,OFLX,BldMt,omegaflexcorp.com,2
RETAIL PPTYS OF AMERICA INC,164132,531120,6798,RPAI,Fin,rpai.com,5
GLADSTONE INVESTMENT CORP/DE,164155,523910,6797,GAIN,,gladstoneinvestment.com,5
JAMBA INC,164255,722515,5812,JMBA,Meals,jambajuice.com,1
CHANTICLEER HOLDINGS INC,164284,722511,5812,BURG,Meals,chanticleerholdings.com,1
KONA GRILL INC,164290,722511,5812,KONA,Meals,konagrill.com,1
STRATA SKIN SCIENCES INC,164293,339112,3841,SSKN,MedEq,strataskinsciences.com,4
DISCOVERY COMMUNICATIONS INC,164296,515210,4841,DISCA,Telcm,discovery.com,3
TRONOX LTD,164363,325130,2810,TROX,Chems,tronox.com,2
INVESTORS BANCORP INC,164364,522120,6036,ISBC,Banks,myinvestorsbank.com,5
WATERSTONE FINANCIAL INC,164365,522120,6035,WSBF,Banks,wsbonline.com,5
IROBOT CORP,164416,339999,3990,IRBT,,irobot.com,1
NCI INC,164432,541512,7373,NCIT,Comps,nciinc.com,3
RESTAURANT BRANDS INTL INC,164471,722513,5812,QSR,Meals,rbi.com,1
SPIRIT AEROSYSTEMS HOLDINGS,164494,336413,3728,SPR,Aero,spiritaero.com,2
ACCO BRANDS CORP,164506,323111,2780,ACCO,Books,accobrands.com,1
PHARMATHENE INC,164510,325414,2836,PIP,Drugs,pharmathene.com,4
ADVAXIS INC,164511,325414,2836,ADXS,Drugs,advaxis.com,4
RBC BEARINGS INC,164557,332991,3562,ROLL,Mach,rbcbearings.com,2
AMERISAFE INC,164572,524126,6331,AMSF,Insur,amerisafe.com,5
GENOMIC HEALTH INC,164609,325413,2835,GHDX,Drugs,genomichealth.com,4
NXSTAGE MEDICAL INC,164612,334510,3845,NXTM,MedEq,nxstage.com,4
HOME BANCSHARES INC,164633,522110,6020,HOMB,Banks,homebancshares.com,5
BROOKDALE SENIOR LIVING INC,164652,623311,8051,BKD,Hlth,brookdale.com,4
CLEAR CHANNEL OUTDOOR HLDGS,164660,541850,7310,CCO,BusSv,clearchanneloutdoor.com,5
CYNOSURE INC,164664,334510,3845,CYNO,MedEq,cynosure.com,4
KAPSTONE PAPER & PACKAGING,164680,322130,2631,KS,Paper,kapstonepaper.com,2
AMERIPRISE FINANCIAL INC,164708,523110,6211,AMP,Fin,ameriprise.com,5
COUNTERPATH CORP,164746,511210,7372,CPAH,BusSv,counterpath.com,3
CROCS INC,164755,316210,3021,CROX,Clths,crocs.com,2
BOARDWALK PIPELINE PRTNRS-LP,164756,486210,4922,BWP,Util,bwpmlp.com,2
SUNPOWER CORP,165051,334413,3674,SPWR,Chips,sunpower.com,3
UNDER ARMOUR INC,165052,315,2300,UAA,Clths,uabiz.com,1
LEIDOS HOLDINGS INC,165123,541512,7373,LDOS,Comps,leidos.com,3
SYNUTRA INTERNATIONAL INC,165124,311514,2020,SYUT,Food,synutra.com,1
ZIOPHARM ONCOLOGY INC,165215,325414,2836,ZIOP,Drugs,ziopharm.com,4
FIDELITY NATL FINL FNF GROUP,165264,524127,6361,FNF,Insur,fnf.com,5
FIRST BUSINESS FINL SRV INC,165284,522110,6020,FBIZ,Banks,firstbusiness.com,5
AMERICAN RAILCAR INDS INC,165358,336510,3743,ARII,Ships,americanrailcar.com,2
DCP MIDSTREAM LP,165466,211111,1311,DCP,Oil,dcpmidstream.com,2
EQUITABLE FINANCIAL CORP,165513,522120,6035,EQFN,Banks,equitableonline.com,5
BIO-PATH HOLDINGS INC,165563,325414,2836,BPTH,Drugs,biopathholdings.com,4
UR ENERGY INC,165637,212291,1090,URG,Mines,ur-energy.com,5
WESTERN REFINING INC,165652,324110,2911,WNR,Oil,wnr.com,2
VIACOM INC,165675,515120,4833,VIAB,Telcm,viacom.com,3
CASTLE BRANDS INC,165691,312140,2085,ROX,Beer,castlebrandsinc.com,1
EVER-GLORY INTL GROUP INC,165728,315,2300,EVK,Clths,everglorygroup.com,1
LIVE NATION ENTERTAINMENT,165746,711320,7900,LYV,Fun,livenationentertainment.com,5
URANIUM ENERGY CORP,165798,212291,1090,UEC,Mines,uraniumenergy.com,5
CALUMET SPECIALTY PRODS  -LP,165846,324110,2911,CLMT,Oil,calumetspecialty.com,2
H&E EQUIPMENT SERVICES INC,165856,423830,5084,HEES,Whlsl,he-equipment.com,1
MAM SOFTWARE GROUP INC,165911,519130,7370,MAMS,BusSv,mamsoftware.com,3
CHIPOTLE MEXICAN GRILL INC,165914,722513,5812,CMG,Meals,chipotle.com,1
DEXTERA SURGICAL INC,165943,339112,3841,DXTR,MedEq,dexterasurgical.com,4
SUNWORKS INC,165968,334413,3674,SUNW,Chips,sunworksusa.com,3
FIDELITY NATIONAL INFO SVCS,165993,518210,7374,FIS,BusSv,fisglobal.com,3
AIR INDUSTRIES GROUP INC,166087,336413,3728,AIRI,Aero,airindustriesgroup.com,2
LAKE SHORE BANCORP INC,166197,522120,6035,LSBK,Banks,lakeshoresavings.com,5
LIQUIDITY SERVICES INC,166213,454112,5961,LQDT,Rtail,liquidityservices.com,1
KRATON CORP,166230,325211,2821,KRA,Chems,kraton.com,2
ALLIANCE HOLDINGS GP LP,166363,212112,1220,AHGP,Coal,ahgp.com,2
COMPASS DIVERSIFIED HOLDINGS,166368,335,3600,CODI,ElcEq,compassequity.com,2
VANDA PHARMACEUTICALS INC,166435,325414,2836,VNDA,Drugs,vandapharmaceuticals.com,4
LEGACY RESERVES LP,166436,211111,1311,LGCY,Oil,legacylp.com,2
ANAVEX LIFE SCIENCES CORP,166447,325414,2836,AVXL,Drugs,anavex.com,4
ATLAS ENERGY GROUP LLC,166458,211111,1311,ATLS,Oil,atlasenergy.com,2
ASCENT SOLAR TECHNOLOGIES,166460,334413,3674,ASTI,Chips,ascentsolar.com,3
MUELLER WATER PRODUCTS INC,166482,332911,3490,MWA,BldMt,muellerwaterproducts.com,2
INDIA GLOBALIZATION CAPITAL,166491,237210,6552,IGC,RlEst,igcinc.us,5
ALPHATEC HOLDINGS INC,166555,339113,3842,ATEC,MedEq,alphatecspine.com,4
VONAGE HOLDINGS CORP,166562,517919,4899,VG,Telcm,vonage.com,3
DELEK US HOLDINGS INC,166563,324110,2911,DK,Oil,delekus.com,2
LUNA INNOVATIONS INC,166583,541711,8731,LUNA,BusSv,lunainc.com,3
CLEVELAND BIOLABS INC,166591,325412,2834,CBLI,Drugs,cbiolabs.com,4
SYNCHRONOSS TECHNOLOGIES,166593,519130,7370,SNCR,BusSv,synchronoss.com,3
